case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,error
345,How to Prevent Elemental Evaporation in HEA Vacuum Arc Melting,engineering,used,2026-09-08T12:22:36.171062+00:00,2026-09-08T12:22:38.037706+00:00,2026-09-08T12:22:38.037706+00:00,https://eureka.patsnap.com/ai-search/sess_de24d231358a4e28?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=983e777d1ff3701072218362cfd07a70&from=invite-eureakplg-result&content=,
346,How to Prevent Reboil Defects in Glass Container Production,materials,used,2026-09-08T12:20:32.146933+00:00,2026-09-08T12:20:34.534979+00:00,2026-09-08T12:20:34.534979+00:00,https://eureka.patsnap.com/ai-search/sess_0e23c4eb24b04563?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ffe01f30276251df40728cf60d86bc0f&from=invite-eureakplg-result&content=,
347,How to Troubleshoot Model Optimization Gradient Explosion,engineering,used,2026-09-08T12:22:38.048175+00:00,2026-09-08T12:22:40.930721+00:00,2026-09-08T12:22:40.930721+00:00,https://eureka.patsnap.com/ai-search/sess_8a0f5c6605504870?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=accb7acb136deaf6182add41ed7ad6fb&from=invite-eureakplg-result&content=,
348,Inspection Protocol for Hermetic Seal Integrity Verification,engineering,used,2026-09-08T12:22:40.935158+00:00,2026-09-08T12:22:43.946496+00:00,2026-09-08T12:22:43.946496+00:00,https://eureka.patsnap.com/ai-search/sess_8e30066eadd84514?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=69b0b4ef2ae4836ea0c6635152a49442&from=invite-eureakplg-result&content=,
349,Molten Metal Induction Melting vs Resistance Furnace: Energy Efficiency,engineering,used,2026-09-08T12:22:43.953331+00:00,2026-09-08T12:22:46.144339+00:00,2026-09-08T12:22:46.144339+00:00,https://eureka.patsnap.com/ai-search/sess_1086721502e344b6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c5cb2cb8520270137529560882175960&from=invite-eureakplg-result&content=,
350,Optimize 5G Handover for Cross-Border High-Speed Rail,other,used,2026-09-08T09:33:56.508687+00:00,2026-09-08T12:12:35.015609+00:00,2026-09-08T12:12:35.015609+00:00,https://eureka.patsnap.com/ai-search/sess_2bbaf849b12f44e8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=64b42c329e86b26e2056a29fd5439517&from=invite-eureakplg-result&content=,
351,PCB Embedded Component Technology for Miniaturized Wearables,electronics_manufacturing,used,2026-09-08T12:16:32.259160+00:00,2026-09-08T12:16:36.324026+00:00,2026-09-08T12:16:36.324026+00:00,https://eureka.patsnap.com/ai-search/sess_240addeb6ca84063?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ea66b18e0108ffea9f88232eb3c07622&from=invite-eureakplg-result&content=,
352,Robotics Programming Methods: Teach Pendant vs Offline Simulation,engineering,used,2026-09-08T12:22:46.152746+00:00,2026-09-08T12:22:49.189216+00:00,2026-09-08T12:22:49.189216+00:00,https://eureka.patsnap.com/ai-search/sess_41418a56d7ea48c1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a85662f385d9b29f4707a8f6273057ea&from=invite-eureakplg-result&content=,
353,Semiconductor Manufacturing Ion Implantation Dose Uniformity Control,electronics_manufacturing,used,2026-09-08T12:16:36.329908+00:00,2026-09-08T12:16:41.176349+00:00,2026-09-08T12:16:41.176349+00:00,https://eureka.patsnap.com/ai-search/sess_68fcfbabf8844df5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=997a51e866f7a7be52013f9f628d8c48&from=invite-eureakplg-result&content=,
354,Textile Warp Tension Control for Weaving Defect Prevention,materials,used,2026-09-08T12:20:34.540362+00:00,2026-09-08T12:20:36.170146+00:00,2026-09-08T12:20:36.170146+00:00,https://eureka.patsnap.com/ai-search/sess_a06dc0ac1fb7476c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9ad60a83b666fe51a44415c9cbd49d0e&from=invite-eureakplg-result&content=,
355,Vector Oriented Control vs Direct Torque Control: Torque Ripple,engineering,used,2026-09-08T12:22:49.198170+00:00,2026-09-08T12:22:51.460876+00:00,2026-09-08T12:22:51.460876+00:00,https://eureka.patsnap.com/ai-search/sess_6cead1c8880544aa?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=82da46d7f85f330f39d4726840998876&from=invite-eureakplg-result&content=,
356,Corrosion Technical Solutions,engineering,used,2026-09-08T12:22:51.469208+00:00,2026-09-08T12:22:53.417745+00:00,2026-09-08T12:22:53.417745+00:00,https://eureka.patsnap.com/ai-search/sess_4ae2e4814c824d4b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=79db32dc55fc65063336097fbc59289c&from=invite-eureakplg-result&content=,
357,Embroidery Automation Technical Solutions,engineering,used,2026-09-08T12:22:53.427255+00:00,2026-09-08T12:22:55.446729+00:00,2026-09-08T12:22:55.446729+00:00,https://eureka.patsnap.com/ai-search/sess_5e794995f18f482a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=898dc10041c60680ff2b144fb124c1f7&from=invite-eureakplg-result&content=,
358,Semiconductor Manufacturing Technical Solutions,electronics_manufacturing,used,2026-09-08T12:16:41.182385+00:00,2026-09-08T12:16:44.612459+00:00,2026-09-08T12:16:44.612459+00:00,https://eureka.patsnap.com/ai-search/sess_8011693c8cba4c87?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=7d1d37f415d14c1d72c97ea580b0d665&from=invite-eureakplg-result&content=,
359,Cavitation Induced Vibrations vs Water Hammer in Pipeline Systems,engineering,used,2026-09-08T12:22:55.455558+00:00,2026-09-08T12:22:58.216053+00:00,2026-09-08T12:22:58.216053+00:00,https://eureka.patsnap.com/ai-search/sess_2aa415a8e4da4fa3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=af988eee183d252503a97178b46dd6df&from=invite-eureakplg-result&content=,
360,Chemical Synthesis Process Development for Glycosylation Reactions,chemical,used,2026-09-08T12:16:11.744854+00:00,2026-09-08T12:16:16.412872+00:00,2026-09-08T12:16:16.412872+00:00,https://eureka.patsnap.com/ai-search/sess_2fceb7aa79474f43?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=79d753335edd63bb09825f1d3cb052f5&from=invite-eureakplg-result&content=,
361,CIGS vs GaAs Solar Cells: Efficiency Trade-offs for Space,energy,used,2026-09-08T12:17:49.831446+00:00,2026-09-08T12:17:52.965144+00:00,2026-09-08T12:17:52.965144+00:00,https://eureka.patsnap.com/ai-search/sess_cfc9c7dbdb3c44b0?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3903126c16babdde7937c9b459623fab&from=invite-eureakplg-result&content=,
362,Closed Air Cavity Design for Double Skin Facade Systems,construction,used,2026-09-08T09:33:56.508474+00:00,2026-09-08T12:04:09.057065+00:00,2026-09-08T12:04:09.057065+00:00,https://eureka.patsnap.com/ai-search/sess_b900e5d1a245476f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1ce18f6147fe4a7f328e5daebc619fb0&from=invite-eureakplg-result&content=,
363,Compare Hollow Shaft vs Solid Shaft EV Motors for Torque,automotive,used,2026-09-08T12:10:32.291302+00:00,2026-09-08T12:10:35.273794+00:00,2026-09-08T12:10:35.273794+00:00,https://eureka.patsnap.com/ai-search/sess_dba2031747a74c2e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9cb83960acba19de04ddfe3a22dfd48e&from=invite-eureakplg-result&content=,
364,Compare Ion Chromatography vs Colorimetry for Ammonium,chemical,used,2026-09-08T12:16:16.419529+00:00,2026-09-08T12:16:21.102088+00:00,2026-09-08T12:16:21.102088+00:00,https://eureka.patsnap.com/ai-search/sess_a1ad1f9ffdf9432a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0af11cba7177834565ba7d97e4ec418a&from=invite-eureakplg-result&content=,
365,Conductive Adhesive vs Thermal Paste for Electronics,materials,used,2026-09-08T12:20:36.175093+00:00,2026-09-08T12:20:37.906118+00:00,2026-09-08T12:20:37.906118+00:00,https://eureka.patsnap.com/ai-search/sess_8b54227146c04fab?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=817ec0ba8275b422bf9c2dd8f5a81311&from=invite-eureakplg-result&content=,
366,Crop Protection Timing Strategies for Disease Prevention,food_farming_production,used,2026-09-08T09:33:56.508592+00:00,2026-09-08T11:59:50.721022+00:00,2026-09-08T11:59:50.721022+00:00,https://eureka.patsnap.com/ai-search/sess_8a63146c414b4edc?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0182aeaf93ca13230d4ce4dde628775c&from=invite-eureakplg-result&content=,
367,e-Axle Patent Landscape for Dual-Motor Configurations,automotive,used,2026-09-08T12:10:35.279501+00:00,2026-09-08T12:10:38.186731+00:00,2026-09-08T12:10:38.186731+00:00,https://eureka.patsnap.com/ai-search/sess_bfe0a0db34cd4a78?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=04de3701b9464f7d9a74aec3fe84f642&from=invite-eureakplg-result&content=,
368,EML Encoding Issues in Cross-Platform Email Migration,other,used,2026-09-08T09:33:56.508689+00:00,2026-09-08T12:12:41.225561+00:00,2026-09-08T12:12:41.225561+00:00,https://eureka.patsnap.com/ai-search/sess_a0041e429c7a44ad?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e49ebd4a75d446fde799cffb43c7af23&from=invite-eureakplg-result&content=,
369,EV Motors for Elevator Traction: Torque and Duty Cycle,engineering,used,2026-09-08T12:22:58.224264+00:00,2026-09-08T12:23:00.537150+00:00,2026-09-08T12:23:00.537150+00:00,https://eureka.patsnap.com/ai-search/sess_b15e9072dc52473a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=695cdc8d7d2a2c4338d6a2ef105d53b5&from=invite-eureakplg-result&content=,
370,Four-Point Bending Test vs Compression Test for Brittle Fracture Mode,engineering,used,2026-09-08T12:23:00.541479+00:00,2026-09-08T12:23:02.586027+00:00,2026-09-08T12:23:02.586027+00:00,https://eureka.patsnap.com/ai-search/sess_e97e8991aeb94858?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2d666d836b566bb5e0a548c5907adc26&from=invite-eureakplg-result&content=,
371,Glass Substrate Flatness Requirements for Photomask Production,electronics_manufacturing,used,2026-09-08T12:16:44.615089+00:00,2026-09-08T12:16:48.117352+00:00,2026-09-08T12:16:48.117352+00:00,https://eureka.patsnap.com/ai-search/sess_3df8cdb90a3f4597?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c8b7360ccc8012436fea8dccae5ca33f&from=invite-eureakplg-result&content=,
372,Heat Pump Compressor Piston Ring Wear Failure Analysis,engineering,used,2026-09-08T12:23:02.593253+00:00,2026-09-08T12:23:05.245366+00:00,2026-09-08T12:23:05.245366+00:00,https://eureka.patsnap.com/ai-search/sess_f0739275b19e4215?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2d6eb219e70dd94503da1e0d59682f0f&from=invite-eureakplg-result&content=,
373,How to Assess Crop Protection Efficacy on Herbicide-Tolerant Weeds,food_farming_production,used,2026-09-08T09:33:56.508593+00:00,2026-09-08T11:59:52.667575+00:00,2026-09-08T11:59:52.667575+00:00,https://eureka.patsnap.com/ai-search/sess_92b33d6bc2bc48ed?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5ce55ed31b703f2b93d398f5f9a4efd6&from=invite-eureakplg-result&content=,
374,How to Build RAG Pipelines for Geospatial Data Retrieval,other,used,2026-09-08T09:33:56.508690+00:00,2026-09-08T12:12:43.939393+00:00,2026-09-08T12:12:43.939393+00:00,https://eureka.patsnap.com/ai-search/sess_94bc1dfa454c4c9b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fb8e4008cbc02a855b4fb440807df2d3&from=invite-eureakplg-result&content=,
375,How to Choose Electric Drive Units for Cement Mixer Truck Platforms,construction,used,2026-09-08T09:33:56.508475+00:00,2026-09-08T12:04:10.894677+00:00,2026-09-08T12:04:10.894677+00:00,https://eureka.patsnap.com/ai-search/sess_e48fd6948f7d4b03?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cd5aeb39ade787cd1bbf948b34d57dd3&from=invite-eureakplg-result&content=,
376,How to Choose V2G Systems for Grid Stabilization,energy,used,2026-09-08T12:17:52.967614+00:00,2026-09-08T12:17:56.269602+00:00,2026-09-08T12:17:56.269602+00:00,https://eureka.patsnap.com/ai-search/sess_828e5eeba9534b71?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6dd2eee3fc8a258c03d89f3ec994fd88&from=invite-eureakplg-result&content=,
377,How to Design Electric Drive Units for Amphibious Vehicle Platforms,automotive,used,2026-09-08T12:10:38.193448+00:00,2026-09-08T12:10:41.143555+00:00,2026-09-08T12:10:41.143555+00:00,https://eureka.patsnap.com/ai-search/sess_f078359103084cbb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d49344d667fbf1dfc22b6c5c36aab890&from=invite-eureakplg-result&content=,
378,How to Measure Coatings Dielectric Breakdown Voltage,materials,used,2026-09-08T12:20:37.909555+00:00,2026-09-08T12:20:39.893974+00:00,2026-09-08T12:20:39.893974+00:00,https://eureka.patsnap.com/ai-search/sess_df05708c49ea4d78?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=dbafd349368b02aae9fd6d902e85fd37&from=invite-eureakplg-result&content=,
379,How to Prevent Solar PV Connector Arcing and Fire Risk,energy,used,2026-09-08T12:17:56.276208+00:00,2026-09-08T12:17:59.930532+00:00,2026-09-08T12:17:59.930532+00:00,https://eureka.patsnap.com/ai-search/sess_6fbfa653417c4de6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=dc899fea2705b6833bd67ace1bc2dcf0&from=invite-eureakplg-result&content=,
380,How to Reduce Bubble Defects in Glass Casting Operations,materials,used,2026-09-08T12:20:39.898692+00:00,2026-09-08T12:20:42.580797+00:00,2026-09-08T12:20:42.580797+00:00,https://eureka.patsnap.com/ai-search/sess_eeeb85f347e3475a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ac37374a724cca261307c9e2d3a6270c&from=invite-eureakplg-result&content=,
381,How to Reduce Defect Density in Wafer Process Steps,electronics_manufacturing,used,2026-09-08T12:16:48.123961+00:00,2026-09-08T12:16:51.895933+00:00,2026-09-08T12:16:51.895933+00:00,https://eureka.patsnap.com/ai-search/sess_ef1e05a375d348e6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cb69696c5e9a8feb12ad89ae8cf4eb5e&from=invite-eureakplg-result&content=,
382,How to Reduce Polymer Mold Fouling in Injection Molding,materials,used,2026-09-08T12:20:42.590759+00:00,2026-09-08T12:20:44.369216+00:00,2026-09-08T12:20:44.369216+00:00,https://eureka.patsnap.com/ai-search/sess_6435c0040039452d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c53f93d1eff70593a7a5cd35feaac2ff&from=invite-eureakplg-result&content=,
383,How to Select 5G Frequency Band for Maritime Coverage,other,used,2026-09-08T09:33:56.508691+00:00,2026-09-08T12:15:09.987975+00:00,2026-09-08T12:15:09.987975+00:00,https://eureka.patsnap.com/ai-search/sess_7e49140014f14b51?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=70b6b1d2c36ced07cbfbccc48fd4785f&from=invite-eureakplg-result&content=,
384,How to Select Glass for Neutron Shielding in Reactors,materials,used,2026-09-08T12:20:44.377079+00:00,2026-09-08T12:20:46.346560+00:00,2026-09-08T12:20:46.346560+00:00,https://eureka.patsnap.com/ai-search/sess_656ed00eade740d0?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9292b436731af9ab16b900f9c5a6e349&from=invite-eureakplg-result&content=,
385,How to Select Heat Pumps for Pulp and Paper Mill Drying,engineering,used,2026-09-08T12:23:05.252726+00:00,2026-09-08T12:23:07.909127+00:00,2026-09-08T12:23:07.909127+00:00,https://eureka.patsnap.com/ai-search/sess_c9d1f74baea5444e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ac30c6d60f31afd7ae665b6567a5e03e&from=invite-eureakplg-result&content=,
386,How to Select Manipulation Strategies for Thin-Walled Injection Molded Parts,engineering,used,2026-09-08T12:23:07.915563+00:00,2026-09-08T12:23:10.158819+00:00,2026-09-08T12:23:10.158819+00:00,https://eureka.patsnap.com/ai-search/sess_acefe5ae65934516?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4d5b1cca6133f687bea0ca9b416af72e&from=invite-eureakplg-result&content=,
387,How to Select Rear Metallization for Heterojunction Cells,engineering,used,2026-09-08T12:23:10.167815+00:00,2026-09-08T12:23:12.165260+00:00,2026-09-08T12:23:12.165260+00:00,https://eureka.patsnap.com/ai-search/sess_0b9af3e78c464a15?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=780c7f9bb99eb12a28c051722daf15c3&from=invite-eureakplg-result&content=,
388,How to Select Structural Metals for Hypersonic Vehicle Frames,automotive,used,2026-09-08T12:10:41.149351+00:00,2026-09-08T12:10:44.738589+00:00,2026-09-08T12:10:44.738589+00:00,https://eureka.patsnap.com/ai-search/sess_24f08c02ec6e4d30?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0a02d8f9a0e8394a57e593433b6b0bef&from=invite-eureakplg-result&content=,
389,How to Select Thermal Management for High-Power Laser Systems,electronics_manufacturing,used,2026-09-08T12:16:51.902856+00:00,2026-09-08T12:16:56.826278+00:00,2026-09-08T12:16:56.826278+00:00,https://eureka.patsnap.com/ai-search/sess_54130780ce0b47be?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=46c08f9b0ad0eb9d605e21721993ab30&from=invite-eureakplg-result&content=,
390,How to Validate HVAC Performance After Retrofit,construction,used,2026-09-08T09:33:56.508476+00:00,2026-09-08T12:04:12.635772+00:00,2026-09-08T12:04:12.635772+00:00,https://eureka.patsnap.com/ai-search/sess_abbcb807845f4a9e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f6bc4bcd9371676213780921b93c2200&from=invite-eureakplg-result&content=,
391,HVAC Compressor Failure Root Cause Analysis Methods,engineering,used,2026-09-08T12:23:12.174150+00:00,2026-09-08T12:23:13.856457+00:00,2026-09-08T12:23:13.856457+00:00,https://eureka.patsnap.com/ai-search/sess_b0e4375ba6634323?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=19f70948f69f6959b23ac08a207d6cb8&from=invite-eureakplg-result&content=,
392,LLM Quantization Trade-offs: Accuracy vs Inference Speed,other,used,2026-09-08T09:33:56.508692+00:00,2026-09-08T12:15:13.997572+00:00,2026-09-08T12:15:13.997572+00:00,https://eureka.patsnap.com/ai-search/sess_9945307412684ac8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=118f091fc159c67bd0885d1382b20dba&from=invite-eureakplg-result&content=,
393,Low Temperature Interconnection vs Transient Liquid Phase Bonding for Die Attach,electronics_manufacturing,used,2026-09-08T12:16:56.832164+00:00,2026-09-08T12:16:59.848045+00:00,2026-09-08T12:16:59.848045+00:00,https://eureka.patsnap.com/ai-search/sess_28358376965843a1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f09b5aa21997fd7e992303ee62c6d3d9&from=invite-eureakplg-result&content=,
394,Measure PCB Warpage Using Shadow Moiré Interferometry,electronics_manufacturing,used,2026-09-08T12:16:59.854531+00:00,2026-09-08T12:17:03.465640+00:00,2026-09-08T12:17:03.465640+00:00,https://eureka.patsnap.com/ai-search/sess_5e41f7eadebf452e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2dfbc88e455fc289c857f6b48bbbb148&from=invite-eureakplg-result&content=,
395,New Energy Vehicles Residual Value Prediction Models,automotive,used,2026-09-08T12:13:02.633740+00:00,2026-09-08T12:13:07.607100+00:00,2026-09-08T12:13:07.607100+00:00,https://eureka.patsnap.com/ai-search/sess_c23b99298ce24704?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=25b4866763426744b851d2bb43c1297e&from=invite-eureakplg-result&content=,
396,NTN Bearing Load Capacity vs SKF: Engineering Comparison,engineering,used,2026-09-08T12:23:13.910499+00:00,2026-09-08T12:23:17.070096+00:00,2026-09-08T12:23:17.070096+00:00,https://eureka.patsnap.com/ai-search/sess_a93e11b7b1ca443a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c5d64718b1ca399540eadde37b0ff0df&from=invite-eureakplg-result&content=,
397,Optimize Fiber Reinforcement in Concrete for Crack Control,construction,used,2026-09-08T09:33:56.508478+00:00,2026-09-08T12:06:03.987571+00:00,2026-09-08T12:06:03.987571+00:00,https://eureka.patsnap.com/ai-search/sess_d462c86040b44e65?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=63decc21af1c6dd3aeb7fcec91ab909b&from=invite-eureakplg-result&content=,
398,Optimize Gas Diffusion Layer Porosity for Electrochemical Membrane Electrolysis,energy,used,2026-09-08T12:17:59.939335+00:00,2026-09-08T12:18:03.681434+00:00,2026-09-08T12:18:03.681434+00:00,https://eureka.patsnap.com/ai-search/sess_d72acc8b0bb043b1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fb036ffa11465272843cb3ba42f44051&from=invite-eureakplg-result&content=,
399,Plastic Hinge Behavior Under High Axial Load in Columns,construction,used,2026-09-08T09:33:56.508479+00:00,2026-09-08T12:06:05.779846+00:00,2026-09-08T12:06:05.779846+00:00,https://eureka.patsnap.com/ai-search/sess_092afea72c544d94?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b38a6051601c932f5d64a33d2d39b146&from=invite-eureakplg-result&content=,
400,Improved modifying agent for yankee coatings,materials,used,2026-09-08T12:20:46.350826+00:00,2026-09-08T12:20:48.878445+00:00,2026-09-08T12:20:48.878445+00:00,https://eureka.patsnap.com/ai-search/sess_eea87b3bff5f4b98?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e1d0a69af6f9d8567ab579f21a9b9120&from=invite-eureakplg-result&content=,
401,Modular Air-Conditioning Cassettes for Low-Cost Room Retrofit,other,used,2026-09-08T09:33:56.508694+00:00,2026-09-08T12:15:17.154462+00:00,2026-09-08T12:15:17.154462+00:00,https://eureka.patsnap.com/ai-search/sess_8397a6f96a6a4724?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=81c27aeecc9aee6d849892bd3d50f2be&from=invite-eureakplg-result&content=,
402,"Vapour extraction device for a food preparation device, use and system",food_farming_production,used,2026-09-08T09:33:56.508595+00:00,2026-09-08T11:59:54.244976+00:00,2026-09-08T11:59:54.244976+00:00,https://eureka.patsnap.com/ai-search/sess_d4bc614eac584314?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c14521bf6839be984848a084997bc77f&from=invite-eureakplg-result&content=,
403,Cloud Server Rightsizing Using Multi-Dimensional Workload Metrics,other,used,2026-09-08T09:33:56.508695+00:00,2026-09-08T12:15:21.580769+00:00,2026-09-08T12:15:21.580769+00:00,https://eureka.patsnap.com/ai-search/sess_f00a38ef07f74514?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fe5afb3246f88cb2a2ccc9f30ee44f0b&from=invite-eureakplg-result&content=,
404,Biogas CO2 Desorption Without Air for Low-Methane-Loss Recovery,engineering,used,2026-09-08T12:23:17.106393+00:00,2026-09-08T12:23:18.880679+00:00,2026-09-08T12:23:18.880679+00:00,https://eureka.patsnap.com/ai-search/sess_87fb978071484e2f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=7c248c9f54f54811eeda3589747423a8&from=invite-eureakplg-result&content=,
405,Culinary aid,food_farming_production,used,2026-09-08T09:33:56.508596+00:00,2026-09-08T11:59:55.984338+00:00,2026-09-08T11:59:55.984338+00:00,https://eureka.patsnap.com/ai-search/sess_76253073aeb74df0?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f9622683e85cbd86d8cd3e742c39d245&from=invite-eureakplg-result&content=,
406,Display device,electronics_manufacturing,used,2026-09-08T12:17:03.473188+00:00,2026-09-08T12:17:07.175509+00:00,2026-09-08T12:17:07.175509+00:00,https://eureka.patsnap.com/ai-search/sess_cbed290cb98849fd?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=bc017cc5b999065ab036e95c2144f6c6&from=invite-eureakplg-result&content=,
407,Dryer machine air recycling module,engineering,used,2026-09-08T12:23:18.889178+00:00,2026-09-08T12:23:20.475830+00:00,2026-09-08T12:23:20.475830+00:00,https://eureka.patsnap.com/ai-search/sess_964f66c8f7e1481b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ddfc6258957fb07180401ec4c6f7136b&from=invite-eureakplg-result&content=,
408,Metamaterial Prism Optics for Low-Intensity Directional Sensing,engineering,failed,2026-09-08T12:23:20.484705+00:00,,2026-09-08T12:24:20.505151+00:00,,,Eureka authorization is not ready; import a fresh browser curl with `uv run eureka-token import-curl --clipboard`: cached token expired
410,Water Heater Bypass Flow Line for Low-Pressure Activation,other,used,2026-09-08T12:15:21.587744+00:00,2026-09-08T12:15:26.488941+00:00,2026-09-08T12:15:26.488941+00:00,https://eureka.patsnap.com/ai-search/sess_b81615f6d9d34e30?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8a8cb7c6585ab94141bd11f45bc58d9a&from=invite-eureakplg-result&content=,
414,VCSEL Laser Driver Using FET Capacitance for Multi-Channel Pulsing,electronics_manufacturing,used,2026-09-08T12:17:07.181336+00:00,2026-09-08T12:17:10.972173+00:00,2026-09-08T12:17:10.972173+00:00,https://eureka.patsnap.com/ai-search/sess_1a42538a85834ecc?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=db5966dc0a137e1331f1d85570615c4f&from=invite-eureakplg-result&content=,
415,Autonomous Vehicle Steering Angle Limits for High-Speed Stability,automotive,used,2026-09-08T12:13:07.613247+00:00,2026-09-08T12:13:10.276798+00:00,2026-09-08T12:13:10.276798+00:00,https://eureka.patsnap.com/ai-search/sess_1741006b380c4207?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fc84367a9456019cb6d065bcf79048f9&from=invite-eureakplg-result&content=,
417,Cooking Appliance Parameter Adjustment Based on Cookware Attributes,food_farming_production,used,2026-09-08T09:33:56.508598+00:00,2026-09-08T11:59:57.475667+00:00,2026-09-08T11:59:57.475667+00:00,https://eureka.patsnap.com/ai-search/sess_d2b2ef2421fa4b32?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=51b659d0d1f563c4a141c497e1546d1f&from=invite-eureakplg-result&content=,
419,Cooking assistance appliance,food_farming_production,used,2026-09-08T09:33:56.508599+00:00,2026-09-08T11:59:59.017059+00:00,2026-09-08T11:59:59.017059+00:00,https://eureka.patsnap.com/ai-search/sess_3051aba864154298?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=22f8523513ff5386f94b4ab71eb4dff2&from=invite-eureakplg-result&content=,
